"Date","remarks","Si"
2005-05-31,"",7.94999999999999
2005-06-20,"",8.17000000000001
2005-07-11,"",8.64
2005-08-23,"",9.19999999999999
2005-09-12,"",8.96000000000001
2005-10-03,"",8.71000000000001
2005-10-25,"",8.76000000000001
2005-11-15,"",7.82000000000001
2005-12-07,"",7.79
2005-12-27,"",7.27000000000001
2006-01-19,"",6.69
2006-02-07,"",7.54
2006-02-27,"",7.78
2006-03-20,"",7.84999999999999
2006-04-11,"",7.78
2006-05-02,"",6.8
2006-05-24,"",6.55999999999999
2006-06-13,"",7.20999999999999
2006-07-05,"",8.29
2006-07-24,"",8.66000000000001
2006-08-15,"",8.93999999999999
2006-09-05,"",8.96000000000001
2006-09-27,"",8.86000000000001
2006-10-17,"",8.64999999999999
2006-11-06,"",8.59999999999999
2006-11-27,"",7.32000000000001
2006-12-19,"",7.33000000000001
2007-01-09,"",7.55999999999999
2007-01-30,"",8.31000000000001
2007-02-20,"",8.48
2007-03-13,"",7.97000000000001
2007-04-03,"",7.29999999999999
2007-04-24,"",8.09999999999999
2007-05-15,"",7.74
2007-06-04,"",8.27000000000001
2007-06-26,"",8.69999999999999
2007-07-17,"",9.21000000000001
2007-08-07,"",9.51000000000001
2007-08-28,"",9.53
2007-09-19,"",9.48999999999999
2007-10-10,"",8.89
2007-10-30,"",8.10999999999999
2007-11-20,"",7.75999999999999
2007-12-11,"",7.73
2008-01-02,"",8.02000000000001
2008-01-24,"",7.97000000000001
2008-02-12,"",7.83
2008-03-04,"",7.93
2008-03-25,"",7.45
2008-04-15,"",7.64999999999999
2008-05-07,"",7.15
2008-05-27,"",5.9
2008-06-16,"",6.03000000000001
2008-07-07,"",6.38000000000001
2008-07-30,"",8.10999999999999
2008-08-20,"",8.64999999999999
2008-09-10,"",8.63
2008-09-29,"",8.44999999999999
2008-10-21,"",8.34999999999999
2008-11-12,"",7.58
2008-12-01,"",7.20999999999999
2008-12-23,"",7.60999999999999
2009-01-13,"",6.45999999999999
2009-02-03,"",7.28000000000001
2009-02-24,"",7.55
2009-03-19,"",7.34999999999999
2009-04-07,"",7.30999999999999
2009-04-28,"",6.4
2009-05-20,"",6.25999999999999
2009-06-08,"",6.79
2009-06-30,"",8.10999999999999
2009-07-21,"",8.58
2009-08-10,"",8.96000000000001
2009-09-02,"",8.81000000000001
2009-09-23,"",8.68999999999999
2009-10-14,"",8.42000000000001
2009-11-03,"",8.19
2009-11-24,"",7.45
2009-12-15,"",5.62999999999999
2010-01-05,"",6.91999999999999
2010-01-26,"",7.18000000000001
2010-02-16,"",7.70999999999999
2010-03-08,"",7.75999999999999
2010-03-30,"",7.53000000000001
2010-04-21,"",7.34999999999999
2010-05-11,"",6.93000000000001
2010-06-01,"",7.10999999999999
2010-06-22,"",7.03000000000001
2010-07-13,"",8.64
2010-08-02,"",9.13
2010-08-25,"",9.23
2010-09-14,"",8.93999999999999
2010-10-05,"",8.88
2010-10-25,"",8.84999999999999
2010-11-17,"",7.54
2010-12-07,"",7.45
2010-12-28,"",7.01999999999999
2011-02-09,"",7.34999999999999
2011-03-01,"",7.6
2011-03-23,"",7.67000000000001
2011-04-13,"",7.10999999999999
2011-05-02,"",6.96999999999999
2011-05-25,"",6.54
2011-06-14,"",6.45
2011-07-05,"",6.95999999999999
2011-07-26,"",8.15999999999999
2011-08-16,"",8.79999999999999
2011-09-06,"",8.94999999999999
2011-09-27,"",9.07000000000001
2011-10-18,"",8.79
2011-11-08,"",8.62000000000001
2011-11-29,"",7.64
2011-12-20,"",7.4
2012-01-10,"",6.68000000000001
2012-01-31,"",6.71999999999999
2012-02-21,"",7.47000000000001
2012-03-11,"",7.35999999999999
2012-04-03,"",7.00999999999999
2012-04-24,"",6.65999999999999
2012-05-15,"",6.65999999999999
2012-06-05,"",7.12000000000001
2012-06-27,"",7.69
2012-07-18,"",8.33
2012-08-07,"",8.96000000000001
2012-08-28,"",9.23
2012-09-18,"",9.02
2012-10-08,"",8.98999999999999
2012-10-30,"",8.21000000000001
2012-11-19,"",7.67000000000001
2012-12-12,"",6.84
2013-01-01,"",7.93
2013-01-23,"",7.78
2013-02-13,"",7.55999999999999
2013-03-06,"",7.68000000000001
2013-03-26,"",7.24
2013-04-15,"",6.75999999999999
2013-05-08,"",7.09
2013-05-28,"",7.47000000000001
2013-06-18,"",7.77000000000001
2013-07-09,"",8.62000000000001
2013-07-30,"",9.11000000000001
2013-08-20,"",9.19999999999999
2013-09-10,"",9.08999999999999
2013-10-01,"",8.64
2013-10-23,"",7.88000000000001
2013-11-12,"",8.05999999999999
2013-12-05,"",7.49
2013-12-22,"",7.79999999999999
2014-01-14,"",7.72000000000001
2014-02-04,"",7.53000000000001
2014-02-24,"",6.51999999999999
2014-03-18,"",6.8
2014-04-08,"",7.45
2014-04-29,"",7.27000000000001
2014-05-20,"",7.34
2014-06-10,"",8.24999999999999
2014-07-01,"",8.52000000000001
2014-07-22,"",9.01000000000001
2014-08-12,"",9.07000000000001
2014-09-02,"",9.03
2014-09-23,"",8.88
2014-10-14,"",8.81000000000001
2014-11-04,"",8.27000000000001
2014-11-24,"",7.23000000000001
2014-12-16,"",7.23000000000001
2015-01-05,"",6.88000000000001
2015-01-27,"",7.38000000000001
2015-02-18,"",7.69
2015-03-10,"",7.99
2015-03-31,"",7.78
2015-04-21,"",7.42000000000001
2015-05-12,"",7.89999999999999
2015-06-03,"",8.27000000000001
2015-06-24,"",8.81000000000001
2015-07-14,"",9.31000000000001
2015-08-03,"",9.28
2015-08-25,"",9.23
2015-09-14,"",8.84999999999999
2015-10-07,"",8.78
2015-10-27,"",8.78
2015-11-18,"",7.94
2015-12-08,"",7.03000000000001
2015-12-29,"",7.14
2016-01-19,"",7.74999999999999
2016-02-09,"",7.2
2016-02-29,"",7
2016-03-23,"",7.15999999999999
2016-04-12,"",7.04
2016-05-03,"",7.28000000000001
2016-05-24,"",8.04
2016-06-14,"",8.49999999999999
2016-07-05,"",8.81000000000001
2016-07-26,"",8.57000000000001
2016-08-16,"",9.02
2016-09-06,"",8.73
2016-09-27,"",8.46000000000001
2016-10-18,"",8.18
2016-11-09,"",7.73
2016-11-29,"",7.87000000000001
2016-12-20,"",7.94999999999999
2017-01-12,"",7.84
2017-01-31,"",7.64
2017-02-21,"",6.96999999999999
2017-03-14,"",6.94
2017-04-04,"",5.37999999999999
2017-04-25,"",7.09
2017-05-16,"",6.65
2017-06-06,"",6.85999999999999
2017-06-27,"",8.00999999999999
2017-07-18,"",8.99999999999999
2017-08-08,"",9.66000000000001
2017-08-29,"",9.78999999999999
2017-09-19,"",9.01000000000001
2017-10-10,"",8.29999999999999
2017-10-31,"",7.23000000000001
2017-11-20,"",7.40999999999999
2017-12-12,"",7.49999999999999
2018-01-02,"",8.05999999999999
2018-01-23,"",7.63000000000001
2018-02-13,"",7.34
2018-03-05,"",7.73
2018-03-27,"",8.07000000000001
2018-04-17,"",7.33000000000001
2018-05-08,"",7.15
2018-05-29,"",7.99
2018-06-19,"",8.62000000000001
2018-07-12,"",9.28
2018-07-31,"",9.63
2018-08-21,"",10.02
2018-09-11,"",9.37
2018-10-02,"",9.21000000000001
2018-10-24,"",9.13999999999999
2018-11-13,"",9.04999999999999
2018-12-04,"",8.15999999999999
2018-12-27,"",7.58
2019-01-15,"",7.99999999999999
2019-02-05,"",7.94
2019-02-28,"",8.27000000000001
2019-03-19,"",8.41000000000001
2019-04-09,"",7.1
2019-05-01,"",6.75999999999999
2019-05-21,"",7.73
