"","Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux"
"1",1993-12-06,0.503718462800875,52569,12,341,1993.92945205479,1728,1994,1,-0.685737772542796,NA,NA,0.147181677184478,0.342935187091684,1.23026176976105,53.5425610325807,1.24268305803527,751.671199711935
"2",1993-12-07,0.803718462800875,52570,12,342,1993.93219178082,1728,1994,2,-0.218506241772905,NA,NA,0.212669182783487,0.341938296169845,1.31394487114313,91.2420073762774,1.2324618316378,889.564806053771
"3",1993-12-08,1.00371846280088,52571,12,343,1993.93493150685,1728,1994,3,0.00371156640877245,NA,NA,0.253282060437659,0.338757502140736,1.36809306766042,118.642775400632,1.16305931606954,1192.27619255192
"4",1993-12-09,2.50371846280088,52572,12,344,1993.93767123288,1728,1994,4,0.917777011932889,NA,NA,0.230864680145847,0.330038847454799,1.33795777991095,289.428733095361,1.10991636360693,1322.49169755175
"5",1993-12-10,2.70371846280088,52573,12,345,1993.9404109589,1728,1994,5,0.994628033973322,NA,NA,0.21365375042246,0.329691849338587,1.31501222623165,307.188532932889,1.11891697262496,1219.95728556423
"6",1993-12-11,2.30371846280087,52574,12,346,1993.94315068493,1728,1994,6,0.834524540402334,NA,NA,0.255133027187138,0.330414681403651,1.3709553918571,272.876709418354,1.13693884580377,1307.73852628733
"7",1993-12-12,4.10371846280087,52575,12,347,1993.94589041096,1728,1994,7,1.41189350483329,1.98943274851516,NA,0.120205578140133,0.327183625862648,1.19009819771841,421.962734579595,1.16265451824971,1353.14182087552
"8",1993-12-13,3.20371846280088,52576,12,348,1993.94863013699,1728,1994,8,1.16431215480872,2.37514703422945,NA,0.175673188434427,0.328939822873721,1.26401046014871,349.879707217601,1.14255755033769,1375.58334498802
"9",1993-12-14,4.40371846280088,52577,12,349,1993.95136986301,1728,1994,9,1.48244928920591,2.88943274851516,NA,0.114625216100741,0.326062716024187,1.18341846211274,450.268565543304,1.13768665230592,1716.76891390102
"10",1993-12-15,9.50371846280088,52578,12,350,1993.95410958904,1728,1994,10,2.25168313915973,4.10371846280088,NA,0.0332743259986521,0.312791970037873,1.08597800196036,891.71964179363,1.14604748157747,1670.25388566248
"11",1993-12-16,8.60371846280088,52579,12,351,1993.95684931507,1728,1994,11,2.15219448920588,4.97514703422945,NA,0.0455280851148358,0.31528017900348,1.10042613993451,818.014178629718,1.13048150426104,1606.66810880428
"12",1993-12-17,14.8037184628009,52580,12,352,1993.9595890411,1728,1994,12,2.69487839669925,6.70371846280087,NA,-0.0268420423929593,0.285951427082885,1.01703103895306,1300.82467696625,1.16435609816766,1348.44560277785
"13",1993-12-18,4.20371846280088,52581,12,353,1993.96232876712,1728,1994,13,1.43596948188562,6.97514703422945,NA,0.123384949785508,0.326850282739429,1.19392215951527,433.634050808764,1.15463281609433,1214.24404740179
"14",1993-12-19,5.00371846280088,52582,12,354,1993.96506849315,1728,1994,14,1.61018132859199,7.10371846280088,NA,0.105901575003167,0.324054092478053,1.17285969770276,507.052200125117,1.13668063654871,1554.81612578372
"15",1993-12-20,3.00371846280088,52583,12,355,1993.96780821918,1728,1994,15,1.09985100873781,7.07514703422945,NA,0.201987634024591,0.329254742891116,1.29982506866671,337.332259339109,1.14140035862303,1683.20608931792
"16",1993-12-21,1.80371846280088,52584,12,356,1993.97054794521,1728,1994,16,0.589850346712414,6.70371846280088,NA,0.339903431230212,0.331460240700136,1.48893321583269,232.037251022152,1.17677705385277,2114.14856234001
