"","Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux"
"1",1982-10-01,0.023,48485,10,275,1982.74863013699,1594,1983,1,-3.77226106305299,NA,NA,2.28648841446019,0.0455065313198061,9.85055253054119,19.5750179886915,9.78198140507092,84.8061069224618
"2",1982-10-02,0.03,48486,10,276,1982.75136986301,1594,1983,2,-3.50655789731998,NA,NA,2.28433763456085,0.0466869179274102,9.82995356077967,25.4792396295409,9.77958034972774,72.3870625886944
"3",1982-10-03,0.041,48487,10,277,1982.75410958904,1594,1983,3,-3.19418321227783,NA,NA,2.28149178395381,0.0476727562979383,9.80256852332521,34.7246187370272,9.76548703231384,87.5231150996662
"4",1982-10-04,0.036,48488,10,278,1982.75684931507,1594,1983,4,-3.32423634052603,NA,NA,2.28145520667836,0.0472323071079125,9.80207295112828,30.4883677071894,9.75018061182953,87.6522140141249
"5",1982-10-05,0.024,48489,10,279,1982.7595890411,1594,1983,5,-3.72970144863419,NA,NA,2.28315806206335,0.0457314757845235,9.81810383177843,20.3588201055758,9.74193109303805,85.323910735832
"6",1982-10-06,0.148,48490,10,280,1982.76232876712,1594,1983,6,-1.91054300521802,NA,NA,2.2565872573529,0.0500395573377119,9.56279697169857,122.281397436504,9.72895813359828,66.4728910610829
"7",1982-10-07,0.243,48491,10,281,1982.76506849315,1594,1983,7,-1.41469383564159,0.0778571428571428,NA,2.25555823360258,0.0523446798687288,9.55414303960222,200.591143945057,9.73158898973772,63.4628295638977
"8",1982-10-08,0.221,48492,10,282,1982.76780821918,1594,1983,8,-1.50959257746438,0.106142857142857,NA,2.25458494712611,0.0519263321045287,9.54469531270306,182.250230178877,9.72796471030906,68.3628189312878
"9",1982-10-09,0.097,48493,10,283,1982.77054794521,1594,1983,9,-2.33304430047875,0.115714285714286,NA,2.26079607319666,0.0491514819075606,9.60327449073356,80.4831228519399,9.71061059573677,84.8041150062402
"10",1982-10-10,0.057,48494,10,284,1982.77328767123,1594,1983,10,-2.86470401114759,0.118,NA,2.27302499306636,0.0485623946096772,9.72066978037149,47.8723545343735,9.69091479893114,75.9079402765054
"11",1982-10-11,0.045,48495,10,285,1982.77602739726,1594,1983,11,-3.10109278921182,0.119285714285714,NA,2.27379743062172,0.0477887286201462,9.72785414225587,37.8218969050908,9.6718165945101,79.1631279570991
