"","Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux"
"1",1994-10-01,13.5277105005952,52868,10,275,1994.74863013699,1738,1995,1,2.60474021135216,NA,NA,1.75771200750997,0.136797216316325,5.85374563427873,6841.8238709934,6.22496198710982,15971.3096694755
"2",1994-10-02,10.3995855005952,52869,10,276,1994.75136986301,1738,1995,2,2.34176594964107,NA,NA,1.7596592809635,0.138906173820395,5.86699064905469,5271.63300455359,6.24485444918013,9198.66395518674
"3",1994-10-03,8.36458550059524,52870,10,277,1994.75410958904,1738,1995,3,2.1240067815787,NA,NA,1.76014261560169,0.140323297142488,5.87127570763332,4243.17205331136,6.22723384291388,6330.71395259947
"4",1994-10-04,7.28521050059524,52871,10,278,1994.75684931507,1738,1995,4,1.98584633430113,NA,NA,1.75950896516009,0.141191268386984,5.86854146392132,3693.90757502634,6.16801634536826,4673.15728403022
"5",1994-10-05,6.36396050059524,52872,10,279,1994.7595890411,1738,1995,5,1.85065090376163,NA,NA,1.75864870184691,0.142055014737996,5.86447855380108,3224.5611730253,6.13787185991461,4033.46065337319
"6",1994-10-06,5.62146050059524,52873,10,280,1994.76232876712,1738,1995,6,1.72659150569455,NA,NA,1.7585742323099,0.142858801930101,5.86511633109013,2848.6529095639,6.10699814865364,5292.59053429248
"7",1994-10-07,5.20896050059524,52874,10,281,1994.76506849315,1738,1995,7,1.6503803158192,8.11021050059524,NA,1.75966873660836,0.143317335033975,5.8724604421664,2642.92541146537,6.04952172936475,6473.15292893795
"8",1994-10-08,4.77583550059524,52875,10,282,1994.76780821918,1738,1995,8,1.56356893257318,6.85994264345238,NA,1.76123318129057,0.143845543448095,5.88256253564644,2427.3346457271,5.99592163566383,12453.2931925661
"9",1994-10-09,4.56271050059524,52876,10,283,1994.77054794521,1738,1995,9,1.51791685496109,6.02610335773809,NA,1.76096742175874,0.144060511722812,5.88143548745735,2318.56883630166,5.94662867837259,9497.78334035895
"10",1994-10-10,5.36708550059524,52877,10,284,1994.77328767123,1738,1995,10,1.68028502386624,5.59788907202381,NA,1.7514592838628,0.142750966611171,5.82427013107331,2700.80833870369,5.94505070967284,4468.92723686943
"11",1994-10-11,4.73458550059524,52878,10,285,1994.77602739726,1738,1995,11,1.55489418333322,5.23351407202381,NA,1.75473565650224,0.143545048658373,5.84455964924616,2390.82342099997,5.95274162872396,5445.02039281393
"12",1994-10-12,4.30833550059524,52879,10,286,1994.77876712329,1738,1995,12,1.46055163476577,4.9398533577381,NA,1.75663122304917,0.144101267775148,5.85635937511872,2179.97231040585,5.9332757276681,6189.65489132961
"13",1994-10-13,3.93708550059524,52880,10,287,1994.78150684932,1738,1995,13,1.37044072892041,4.69922835773809,NA,1.75833745922901,0.14461620905223,5.86689407560123,1995.70725491711,5.92764264369111,3623.18372502667
"14",1994-10-14,3.68958550059524,52881,10,288,1994.78424657534,1738,1995,14,1.3055141212809,4.48217478630952,NA,1.75892423451426,0.144942548584428,5.87059526073302,1871.42945649382,5.92380472872069,6268.77524695188
"15",1994-10-15,3.47646050059524,52882,10,289,1994.78698630137,1738,1995,15,1.24601467866159,4.29654978630952,NA,1.75926912059151,0.145223199196744,5.87276236433156,1763.97924000796,5.79390532740332,27565.3729270562
"16",1994-10-16,3.29083550059524,52883,10,290,1994.7897260274,1738,1995,16,1.19114148408575,4.1148533577381,NA,1.75940778653183,0.145464686361576,5.87361913438698,1670.03548108556,5.786015244188,19187.0382097845
"17",1994-10-17,3.13271050059524,52884,10,291,1994.79246575342,1738,1995,17,1.14189860444343,3.79565692916667,NA,1.75929578299952,0.145660910100372,5.87291041946197,1589.59827130496,5.7902631659874,11721.4204410196
"18",1994-10-18,3.05021050059524,52885,10,292,1994.79520547945,1738,1995,18,1.11521060482639,3.55503192916667,NA,1.75818235700659,0.145697251317638,5.86619164648144,1545.96551258319,5.79077218611445,8682.31680280285
"19",1994-10-19,3.00208550059524,52886,10,293,1994.79794520548,1738,1995,19,1.09930721401663,3.36842478630952,NA,1.7565901352271,0.145657410014938,5.85660239786504,1519.0866266154,5.79225418569891,6932.25816099641
"20",1994-10-20,3.89583550059524,52887,10,294,1994.80068493151,1738,1995,20,1.35990816224906,3.36253192916667,NA,1.7427343752971,0.143759442085026,5.77457627706549,1943.7234561579,5.72951047614412,12965.8289737992
"21",1994-10-21,7.86271050059524,52888,10,295,1994.80342465753,1738,1995,21,2.06213139439889,3.95869264345238,NA,1.72349704944633,0.138445477641351,5.65891565907092,3844.31750564196,5.64756011730006,22663.7563474135
"22",1994-10-22,6.13021050059524,52889,10,296,1994.80616438356,1738,1995,22,1.81322908877048,4.33779978630952,NA,1.72071342760393,0.140402412287781,5.64458072426173,2989.65323756103,5.67678076281837,10097.1463728034
"23",1994-10-23,5.29833550059524,52890,10,297,1994.80890410959,1738,1995,23,1.66739271474054,4.62458550059524,NA,1.72221657428446,0.141350240139257,5.65394171663513,2588.23988198303,5.67756006612091,8801.7039427807
"24",1994-10-24,4.71396050059524,52891,10,298,1994.81164383562,1738,1995,24,1.55052842530939,4.85047835773809,NA,1.72510260964657,0.141992234975997,5.67084265966879,2309.65588535925,5.66145671082507,10840.7667050185
"25",1994-10-25,4.28083550059524,52892,10,299,1994.81438356164,1738,1995,25,1.45414820096208,5.02628192916667,NA,1.72710592894651,0.142508799815855,5.68292643306423,2101.91096637496,5.65675855467673,8512.31307229864
"26",1994-10-26,3.85458550059524,52893,10,300,1994.81712328767,1738,1995,26,1.34926347869094,5.14806764345238,NA,1.72951373810848,0.143080072065014,5.69745887435257,1897.4599805362,5.63922521183622,10259.2165034833
"27",1994-10-27,3.62771050059524,52894,10,301,1994.8198630137,1738,1995,27,1.28860173320223,5.10976407202381,NA,1.72996968399268,0.143361873740774,5.70053522782896,1786.74262603271,5.60998280394245,13680.40689521
"28",1994-10-28,3.47646050059524,52895,10,302,1994.82260273973,1738,1995,28,1.24601467866159,4.48315692916667,NA,1.7296294175157,0.143524625700887,5.69892707399348,1711.76499663936,5.54312856579484,21548.3714140014
"29",1994-10-29,3.32521050059524,52896,10,303,1994.82534246575,1738,1995,29,1.20153298055362,4.08244264345238,NA,1.72938143136509,0.143695651009891,5.69779738733483,1636.96686070722,5.57191766984173,14340.4142281548
"30",1994-10-30,3.08458550059524,52897,10,304,1994.82808219178,1738,1995,30,1.12641728871773,3.76619264345238,5.12164800059524,1.73051436039064,0.144053449706975,5.70456241277014,1520.31258769001,5.5759389083715,12182.0291256754
"31",1994-10-31,3.14646050059524,52898,10,305,1994.83082191781,1738,1995,31,1.14627817046421,3.54226407202381,4.77560633392857,1.72739520758416,0.14381822852332,5.68680921781112,1545.98289796197,5.58052977041666,8525.45180398831
"32",1994-11-01,7.64958550059524,52899,11,306,1994.83356164384,1739,1995,32,2.03465146344177,4.02351407202381,4.6839396672619,1.69934379023994,0.137746502321878,5.52414539839881,3651.04130769545,5.55575821363101,7586.04771994826
"33",1994-11-02,42.1414605005952,52900,11,307,1994.83630136986,1739,1995,33,3.7410320660715,9.49306764345238,5.80983550059524,1.70443071956915,0.110875471066836,5.53482372611367,20152.4159893055,5.51967312910418,10980.549371833
"34",1994-11-03,20.2720855005952,52901,11,308,1994.83904109589,1739,1995,34,3.00924484123935,11.8708355005952,6.24273133392857,1.70968305509182,0.121871619821538,5.56999336789644,9755.88898680677,5.50005732266139,11623.8757104187
