"","Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","i","LogQ","Q7","Q30","yHat","SE","ConcDay","FluxDay","FNConc","FNFlux"
"1",1981-10-01,4749,48120,10,275,1981.74863013699,1582,1982,1,8.46568934854912,NA,NA,-0.648546880515714,0.589767699161685,0.622171393796684,255285.384405735,0.612046709333261,542350.766894507
"2",1981-10-02,4743.844,48121,10,276,1981.75136986301,1582,1982,2,8.46460305649439,NA,NA,-0.644471366857544,0.589276862093574,0.624671785028285,256033.051146062,0.619630165549027,538752.787020694
"3",1981-10-03,4738.688,48122,10,277,1981.75410958904,1582,1982,3,8.46351558312586,NA,NA,-0.637801100063664,0.588544294324404,0.62883935201561,257461.069650406,0.620572315855794,504899.104716947
"4",1981-10-04,4733.532,48123,10,278,1981.75684931507,1582,1982,4,8.46242692587144,NA,NA,-0.631134559336879,0.587812556675287,0.633006472769493,258885.192533316,0.638079673023764,547935.271215898
"5",1981-10-05,4728.376,48124,10,279,1981.7595890411,1582,1982,5,8.46133708215063,NA,NA,-0.624471750584809,0.587081650440277,0.637173146659318,260305.420133526,0.631033862764625,432822.679309361
"6",1981-10-06,4723.22,48125,10,280,1981.76232876712,1582,1982,6,8.46024604937448,NA,NA,-0.617812679733581,0.586351576917254,0.641339373051778,261721.752789797,0.63371538663978,485533.372941175
"7",1981-10-07,4718.064,48126,10,281,1981.76506849315,1582,1982,7,8.45915382494556,4733.532,NA,-0.611157352724729,0.585622337407633,0.645505151312866,263134.190841735,0.701107564197804,895471.254077082
"8",1981-10-08,4712.908,48127,10,282,1981.76780821918,1582,1982,8,8.45806040625792,4728.376,NA,-0.604505775517378,0.584893933216584,0.649670480806536,264542.734629242,0.646488186325973,451352.228683382
"9",1981-10-09,4707.752,48128,10,283,1981.77054794521,1582,1982,9,8.45696579069706,4723.22,NA,-0.59785795408778,0.584166365652994,0.65383536089503,265947.384492659,0.649488980768736,446541.771285982
"10",1981-10-10,4702.596,48129,10,284,1981.77328767123,1582,1982,10,8.45586997563985,4718.064,NA,-0.591213894429387,0.583439636029484,0.657999790938872,267348.140772766,0.660194834939427,502351.493808794
